t_hw,pos_m,setpoint_m,servo_deg
14.219,0.1669,0.15,89
14.224,0.167,0.15,90
14.229,0.1672,0.15,92
14.234,0.1672,0.15,93
14.24,0.1673,0.15,90
14.245,0.1674,0.15,89
14.25,0.1674,0.15,88
14.256,0.1675,0.15,87
14.261,0.1674,0.15,88
14.266,0.1675,0.15,88
14.271,0.1676,0.15,88
14.277,0.1669,0.15,88
14.282,0.167,0.15,90
14.287,0.1671,0.15,92
14.293,0.1673,0.15,93
14.298,0.1673,0.15,94
14.303,0.1674,0.15,90
14.308,0.1674,0.15,89
14.314,0.1664,0.15,88
14.319,0.1667,0.15,87
14.324,0.1669,0.15,90
14.329,0.167,0.15,92
14.335,0.1665,0.15,94
14.34,0.1668,0.15,95
14.346,0.1669,0.15,92
14.351,0.1671,0.15,91
14.356,0.1672,0.15,90
14.361,0.1672,0.15,90
14.366,0.1673,0.15,89
14.372,0.1674,0.15,87
14.377,0.1674,0.15,87
14.382,0.1674,0.15,86
14.387,0.1674,0.15,88
14.393,0.1674,0.15,88
14.398,0.1674,0.15,89
14.403,0.1674,0.15,89
14.409,0.1674,0.15,89
14.414,0.1668,0.15,90
14.419,0.167,0.15,90
14.424,0.1671,0.15,90
14.43,0.1672,0.15,90
14.435,0.1666,0.15,91
14.44,0.1668,0.15,92
14.445,0.167,0.15,92
14.45,0.1671,0.15,91
14.456,0.1672,0.15,91
14.461,0.1672,0.15,91
14.466,0.1673,0.15,91
14.471,0.1674,0.15,90
14.477,0.1668,0.15,88
14.482,0.167,0.15,88
14.488,0.1671,0.15,87
14.493,0.1672,0.15,89
14.498,0.1673,0.15,90
14.503,0.1673,0.15,90
14.508,0.1674,0.15,91
14.514,0.1674,0.15,90
14.519,0.1675,0.15,89
14.524,0.1675,0.15,89
14.53,0.1675,0.15,88
14.535,0.1668,0.15,91
14.541,0.167,0.15,93
14.546,0.1672,0.15,95
14.551,0.1673,0.15,95
14.556,0.1673,0.15,91
14.562,0.1673,0.15,89
14.567,0.1674,0.15,87
14.572,0.1674,0.15,86
14.577,0.1674,0.15,87
14.583,0.1674,0.15,88
14.588,0.1674,0.15,88
14.593,0.1674,0.15,88
14.599,0.1675,0.15,89
14.604,0.1675,0.15,89
14.609,0.1675,0.15,89
14.614,0.1669,0.15,90
14.619,0.167,0.15,91
14.625,0.1671,0.15,93
14.63,0.1672,0.15,94
14.635,0.1666,0.15,94
14.64,0.1669,0.15,93
14.646,0.167,0.15,92
14.651,0.1671,0.15,92
14.656,0.1672,0.15,91
14.662,0.1672,0.15,90
14.667,0.1673,0.15,88
14.672,0.1674,0.15,87
14.677,0.1674,0.15,86
14.683,0.1674,0.15,87
14.688,0.1674,0.15,87
14.693,0.1675,0.15,88
14.698,0.1674,0.15,88
14.704,0.1674,0.15,88
14.709,0.1675,0.15,89
14.714,0.1675,0.15,89
14.719,0.1674,0.15,89
14.724,0.1674,0.15,90
14.73,0.1674,0.15,90
14.735,0.1668,0.15,90
14.74,0.1669,0.15,90
14.746,0.1671,0.15,91
14.751,0.1671,0.15,92
14.756,0.1672,0.15,93
14.761,0.1673,0.15,93
14.766,0.1673,0.15,90
14.772,0.1674,0.15,89
14.777,0.1674,0.15,88
14.782,0.1674,0.15,87
14.788,0.1674,0.15,88
14.793,0.1675,0.15,88
14.798,0.1674,0.15,89
14.803,0.1674,0.15,89
14.809,0.1674,0.15,89
14.814,0.1669,0.15,89
14.819,0.167,0.15,89
14.824,0.1671,0.15,89
14.829,0.1672,0.15,90
14.835,0.1666,0.15,91
14.84,0.1668,0.15,91
14.845,0.167,0.15,92
14.851,0.1671,0.15,91
14.856,0.1672,0.15,91
14.861,0.1672,0.15,91
14.867,0.1673,0.15,90
14.872,0.1673,0.15,89
14.877,0.1668,0.15,88
14.882,0.167,0.15,87
14.887,0.1671,0.15,87
14.893,0.1672,0.15,89
14.898,0.1673,0.15,90
14.903,0.1673,0.15,90
14.909,0.1674,0.15,90
14.914,0.1674,0.15,90
14.919,0.1674,0.15,89
14.924,0.1674,0.15,89
14.93,0.1674,0.15,88
14.935,0.1668,0.15,91
14.94,0.167,0.15,93
14.946,0.1671,0.15,94
14.951,0.1672,0.15,95
14.956,0.1673,0.15,90
14.961,0.1673,0.15,88
14.967,0.1674,0.15,87
14.972,0.1674,0.15,86
14.977,0.1668,0.15,90
14.983,0.167,0.15,91
14.987,0.1671,0.15,92
14.993,0.1672,0.15,93
14.998,0.1672,0.15,90
15.004,0.1673,0.15,88
15.009,0.1673,0.15,86
15.014,0.1673,0.15,86
15.02,0.1674,0.15,87
15.025,0.1674,0.15,87
15.03,0.1675,0.15,88
15.035,0.1668,0.15,88
15.041,0.167,0.15,90
15.046,0.1671,0.15,91
15.051,0.1672,0.15,91
15.056,0.1673,0.15,92
15.062,0.1673,0.15,90
15.067,0.1673,0.15,89
15.072,0.1673,0.15,88
15.077,0.1667,0.15,87
15.083,0.1669,0.15,90
15.088,0.1671,0.15,91
15.093,0.1672,0.15,92
15.099,0.1673,0.15,92
15.104,0.1674,0.15,90
15.109,0.1674,0.15,87
15.114,0.1668,0.15,86
15.12,0.167,0.15,85
15.125,0.1671,0.15,88
15.13,0.1672,0.15,90
15.136,0.1666,0.15,90
15.141,0.1668,0.15,91
15.146,0.1669,0.15,91
15.151,0.167,0.15,91
15.157,0.1671,0.15,91
15.162,0.1672,0.15,91
15.167,0.1673,0.15,89
15.172,0.1673,0.15,87
15.178,0.1674,0.15,87
15.182,0.1674,0.15,86
15.188,0.1674,0.15,86
15.193,0.1674,0.15,87
15.198,0.1675,0.15,87
15.204,0.1675,0.15,87
15.209,0.1674,0.15,88
15.214,0.1668,0.15,88
15.22,0.167,0.15,89
15.225,0.1672,0.15,89
15.23,0.1672,0.15,90
15.236,0.1666,0.15,90
15.24,0.1668,0.15,90
15.246,0.1671,0.15,91
15.251,0.1672,0.15,90
15.257,0.1672,0.15,90
15.261,0.1673,0.15,90
15.267,0.1674,0.15,90
15.272,0.1674,0.15,89
15.277,0.1668,0.15,88
15.283,0.1669,0.15,88
15.288,0.1671,0.15,87
15.293,0.1671,0.15,89
15.298,0.1672,0.15,90
15.304,0.1673,0.15,90
15.309,0.1673,0.15,90
15.314,0.1667,0.15,92
15.319,0.1669,0.15,92
15.325,0.167,0.15,93
15.33,0.1671,0.15,93
15.335,0.1668,0.15,91
15.34,0.1659,0.15,90
15.346,0.1663,0.15,90
15.351,0.1666,0.15,89
15.356,0.1668,0.15,89
15.362,0.1669,0.15,89
15.367,0.1671,0.15,89
15.372,0.1671,0.15,89
15.377,0.1666,0.15,90
15.382,0.1657,0.15,90
15.387,0.1661,0.15,90
15.393,0.1664,0.15,90
15.398,0.1667,0.15,90
15.403,0.1672,0.15,89
15.408,0.1673,0.15,88
15.414,0.1667,0.15,88
15.419,0.1669,0.15,88
15.424,0.167,0.15,88
15.43,0.1671,0.15,87
15.435,0.1672,0.15,87
15.44,0.1673,0.15,86
15.446,0.1673,0.15,85
15.451,0.1674,0.15,85
15.456,0.1667,0.15,85
15.461,0.1669,0.15,88
15.466,0.167,0.15,90
15.472,0.1672,0.15,91
15.477,0.1666,0.15,92
15.482,0.1668,0.15,91
15.488,0.167,0.15,90
15.493,0.1671,0.15,90
15.498,0.1673,0.15,90
15.503,0.1673,0.15,88
15.509,0.1673,0.15,86
15.514,0.1667,0.15,85
15.519,0.1669,0.15,84
15.525,0.1671,0.15,87
15.53,0.1661,0.15,89
15.535,0.1668,0.15,90
15.54,0.1659,0.15,90
15.545,0.1663,0.15,93
15.551,0.1666,0.15,95
15.556,0.1662,0.15,97
15.561,0.1665,0.15,97
15.567,0.1667,0.15,91
15.572,0.1669,0.15,89
15.577,0.1665,0.15,86
15.582,0.1656,0.15,85
15.588,0.1661,0.15,90
15.593,0.1664,0.15,92
15.598,0.1667,0.15,94
15.603,0.1668,0.15,95
15.609,0.166,0.15,93
15.614,0.1657,0.15,92
15.619,0.1661,0.15,91
15.624,0.1664,0.15,90
15.63,0.1667,0.15,87
15.635,0.166,0.15,84
15.64,0.1664,0.15,82
15.646,0.1656,0.15,81
15.651,0.1649,0.15,92
15.656,0.1645,0.15,100
15.661,0.1652,0.15,104
15.667,0.1658,0.15,107
15.672,0.1652,0.15,98
15.677,0.1651,0.15,93
15.682,0.1657,0.15,90
15.688,0.1662,0.15,89
15.693,0.1665,0.15,82
15.698,0.1667,0.15,78
15.703,0.1669,0.15,76
15.709,0.167,0.15,74
15.714,0.1654,0.15,86
15.719,0.1659,0.15,92
15.725,0.1663,0.15,96
15.73,0.1666,0.15,99
15.735,0.1668,0.15,88
15.741,0.1669,0.15,81
15.746,0.1671,0.15,77
15.751,0.1672,0.15,75
15.757,0.1666,0.15,81
15.762,0.1668,0.15,85
15.767,0.167,0.15,88
15.772,0.1671,0.15,89
15.777,0.1666,0.15,89
15.782,0.1668,0.15,89
15.788,0.1669,0.15,89
15.793,0.1671,0.15,89
15.799,0.1672,0.15,86
15.804,0.1673,0.15,84
15.809,0.1673,0.15,82
15.814,0.1667,0.15,82
15.82,0.1669,0.15,86
15.825,0.167,0.15,89
15.83,0.1672,0.15,90
15.836,0.1673,0.15,91
15.841,0.1673,0.15,88
15.846,0.1663,0.15,86
15.851,0.1657,0.15,85
15.856,0.1655,0.15,84
15.862,0.166,0.15,92
15.867,0.1655,0.15,97
15.872,0.1648,0.15,100
15.878,0.1638,0.15,102
15.883,0.1647,0.15,103
15.888,0.1642,0.15,103
15.894,0.1639,0.15,104
15.899,0.1636,0.15,104
15.904,0.1634,0.15,104
15.909,0.1635,0.15,105
15.914,0.1627,0.15,105
15.919,0.1627,0.15,105
15.925,0.1627,0.15,102
15.93,0.1637,0.15,100
15.935,0.1637,0.15,99
15.941,0.1644,0.15,98
15.946,0.1649,0.15,84
15.951,0.1653,0.15,75
15.956,0.165,0.15,70
15.962,0.1654,0.15,66
15.967,0.1646,0.15,77
15.972,0.1639,0.15,84
15.977,0.1639,0.15,88
15.982,0.1635,0.15,90
15.988,0.1631,0.15,96
15.993,0.1628,0.15,100
15.998,0.1626,0.15,103
16.003,0.1627,0.15,105
16.009,0.1636,0.15,96
16.014,0.1633,0.15,90
16.019,0.163,0.15,88
16.024,0.1639,0.15,86
16.029,0.1635,0.15,88
16.035,0.1631,0.15,89
16.04,0.1629,0.15,90
16.045,0.1627,0.15,90
16.05,0.1625,0.15,94
16.056,0.1624,0.15,97
16.061,0.1622,0.15,99
16.066,0.1633,0.15,100
16.071,0.1641,0.15,88
16.077,0.1641,0.15,81
16.082,0.1647,0.15,76
16.087,0.1652,0.15,73
16.092,0.1655,0.15,73
16.097,0.1651,0.15,72
16.103,0.1655,0.15,72
16.108,0.1657,0.15,72
16.113,0.1649,0.15,82
16.119,0.1653,0.15,88
16.124,0.1656,0.15,90
16.129,0.1658,0.15,92
16.135,0.166,0.15,86
16.139,0.1662,0.15,81
16.145,0.1663,0.15,79
16.15,0.1664,0.15,77
16.155,0.1658,0.15,83
16.161,0.166,0.15,86
16.166,0.1661,0.15,88
16.171,0.1662,0.15,90
16.177,0.1657,0.15,90
16.182,0.1649,0.15,89
16.187,0.1653,0.15,89
16.192,0.1656,0.15,89
16.197,0.1647,0.15,93
16.203,0.163,0.15,96
16.208,0.1627,0.15,98
16.213,0.1625,0.15,99
16.218,0.1617,0.15,110
16.223,0.1618,0.15,117
16.229,0.1618,0.15,121
16.234,0.1618,0.15,123
16.239,0.1617,0.15,109
16.244,0.1628,0.15,101
16.25,0.1625,0.15,96
16.255,0.1627,0.15,92
16.26,0.1634,0.15,84
16.265,0.1639,0.15,78
16.27,0.1632,0.15,74
16.276,0.1638,0.15,72
16.281,0.1631,0.15,80
16.286,0.1646,0.15,86
16.291,0.1647,0.15,89
16.297,0.164,0.15,90
16.302,0.1642,0.15,84
16.307,0.1643,0.15,80
16.312,0.1644,0.15,78
16.318,0.1638,0.15,77
16.323,0.1641,0.15,82
16.328,0.1642,0.15,86
16.333,0.1643,0.15,88
16.339,0.1644,0.15,89
16.344,0.1654,0.15,82
16.349,0.1662,0.15,78
16.355,0.166,0.15,76
16.36,0.1657,0.15,74
16.365,0.1654,0.15,80
16.37,0.1662,0.15,83
16.376,0.1658,0.15,85
16.381,0.1665,0.15,86
16.386,0.167,0.15,79
16.391,0.1674,0.15,75
16.397,0.167,0.15,72
16.402,0.1662,0.15,71
16.407,0.1656,0.15,85
16.412,0.1651,0.15,92
16.418,0.1642,0.15,97
16.423,0.1641,0.15,101
16.428,0.164,0.15,103
16.433,0.1639,0.15,105
16.439,0.1639,0.15,106
16.444,0.1639,0.15,107
16.449,0.1628,0.15,105
16.455,0.1618,0.15,105
16.46,0.1621,0.15,104
16.465,0.1622,0.15,104
16.47,0.1624,0.15,100
16.475,0.1621,0.15,97
16.481,0.1611,0.15,96
16.486,0.1603,0.15,95
16.491,0.1607,0.15,101
16.496,0.1609,0.15,105
16.501,0.16,0.15,107
16.506,0.1593,0.15,108
16.512,0.1597,0.15,105
16.517,0.1593,0.15,104
16.522,0.1598,0.15,103
16.527,0.159,0.15,102
16.532,0.1592,0.15,99
16.537,0.1594,0.15,97
16.543,0.1604,0.15,96
16.548,0.1593,0.15,96
16.553,0.1592,0.15,93
16.558,0.1592,0.15,92
16.563,0.1591,0.15,91
16.568,0.1581,0.15,90
16.574,0.1572,0.15,100
16.579,0.1564,0.15,106
16.583,0.1558,0.15,110
16.589,0.1564,0.15,112
16.594,0.1568,0.15,105
16.599,0.1571,0.15,101
16.604,0.1563,0.15,99
16.609,0.1556,0.15,97
16.614,0.156,0.15,98
16.62,0.1563,0.15,99
16.625,0.1565,0.15,100
16.63,0.1566,0.15,100
16.635,0.1561,0.15,96
16.64,0.1573,0.15,93
16.645,0.1561,0.15,92
16.65,0.1561,0.15,91
16.655,0.1555,0.15,93
16.66,0.1557,0.15,95
16.665,0.1567,0.15,96
16.671,0.1575,0.15,97
16.676,0.1574,0.15,85
16.681,0.158,0.15,78
16.686,0.1577,0.15,73
16.691,0.1571,0.15,70
16.696,0.1569,0.15,81
16.701,0.1574,0.15,87
16.707,0.1569,0.15,90
16.712,0.1562,0.15,93
16.716,0.1548,0.15,93
16.721,0.1546,0.15,93
16.726,0.1545,0.15,93
16.731,0.1547,0.15,93
16.736,0.154,0.15,93
16.741,0.154,0.15,93
16.747,0.155,0.15,101
16.751,0.1549,0.15,101
16.757,0.1537,0.15,101
16.761,0.1548,0.15,101
16.766,0.1544,0.15,101
16.771,0.1542,0.15,101
16.776,0.1534,0.15,101
16.781,0.1533,0.15,101
16.786,0.1533,0.15,101
16.791,0.1533,0.15,101
16.796,0.1524,0.15,101
16.801,0.1517,0.15,101
16.806,0.1509,0.15,101
16.811,0.1513,0.15,101
16.816,0.1516,0.15,101
16.821,0.1528,0.15,101
16.826,0.1537,0.15,101
16.831,0.1543,0.15,101
16.836,0.1536,0.15,101
16.841,0.1531,0.15,101
16.846,0.1536,0.15,101
16.851,0.1541,0.15,101
16.856,0.1543,0.15,101
16.861,0.1534,0.15,101
16.866,0.1527,0.15,101
16.871,0.1521,0.15,101
16.876,0.152,0.15,101
16.881,0.1525,0.15,101
16.885,0.1509,0.15,101
16.891,0.1518,0.15,101
16.896,0.1506,0.15,101
16.9,0.1504,0.15,101
16.905,0.1501,0.15,101
16.91,0.151,0.15,101
16.915,0.15,0.15,101
16.92,0.1487,0.15,101
16.925,0.1478,0.15,101
16.93,0.1471,0.15,101
16.935,0.1468,0.15,101
16.939,0.1463,0.15,101
16.944,0.1469,0.15,101
16.949,0.1473,0.15,101
16.954,0.1476,0.15,101
16.959,0.1478,0.15,101
16.964,0.148,0.15,101
16.969,0.1491,0.15,101
16.974,0.1491,0.15,101
16.979,0.149,0.15,101
16.984,0.1498,0.15,101
16.988,0.1504,0.15,101
16.994,0.1518,0.15,101
16.998,0.1513,0.15,101
17.003,0.1504,0.15,101
17.008,0.1497,0.15,101
17.013,0.1502,0.15,101
17.018,0.1505,0.15,101
17.023,0.1508,0.15,101
17.028,0.1509,0.15,101
17.033,0.1513,0.15,101
17.038,0.1523,0.15,101
17.043,0.151,0.15,101
17.048,0.1499,0.15,101
17.053,0.1491,0.15,101
17.058,0.1496,0.15,101
17.062,0.1499,0.15,101
17.068,0.1493,0.15,101
17.072,0.1496,0.15,101
17.077,0.1492,0.15,101
17.082,0.1496,0.15,101
17.087,0.1498,0.15,101
17.092,0.15,0.15,101
17.097,0.1483,0.15,101
17.102,0.1476,0.15,101
17.107,0.1472,0.15,101
17.112,0.1469,0.15,101
17.117,0.1476,0.15,101
17.121,0.1481,0.15,101
17.126,0.1485,0.15,101
17.131,0.1488,0.15,101
17.136,0.1484,0.15,101
17.141,0.1487,0.15,101
17.146,0.1489,0.15,101
17.151,0.1491,0.15,101
17.155,0.1488,0.15,101
17.161,0.149,0.15,101
17.165,0.148,0.15,101
17.17,0.1473,0.15,101
17.175,0.1479,0.15,101
17.18,0.1472,0.15,101
17.184,0.1466,0.15,101
17.19,0.1463,0.15,101
17.194,0.1459,0.15,101
17.199,0.1456,0.15,101
17.204,0.1454,0.15,101
17.209,0.1453,0.15,101
17.214,0.1452,0.15,101
17.219,0.1444,0.15,115
17.224,0.1448,0.15,123
17.229,0.1448,0.15,127
17.234,0.1458,0.15,127
17.238,0.1465,0.15,127
17.243,0.1462,0.15,127
17.248,0.1468,0.15,127
17.253,0.1473,0.15,127
17.258,0.1466,0.15,127
17.263,0.1464,0.15,127
17.268,0.1459,0.15,127
17.273,0.1466,0.15,127
17.277,0.1465,0.15,127
17.282,0.147,0.15,127
17.287,0.1474,0.15,127
17.292,0.1466,0.15,127
17.297,0.146,0.15,127
17.302,0.1455,0.15,127
17.306,0.1451,0.15,127
17.312,0.1448,0.15,112
17.316,0.1455,0.15,112
17.321,0.1461,0.15,112
17.326,0.1465,0.15,112
17.331,0.148,0.15,112
17.336,0.1479,0.15,112
17.341,0.1479,0.15,112
17.345,0.1479,0.15,112
17.351,0.1478,0.15,112
17.355,0.1474,0.15,112
17.36,0.1475,0.15,112
17.365,0.1476,0.15,112
17.37,0.1476,0.15,112
17.375,0.147,0.15,112
17.38,0.1472,0.15,112
17.384,0.1464,0.15,112
17.389,0.1458,0.15,112
17.394,0.1453,0.15,112
17.399,0.1464,0.15,112
17.404,0.1458,0.15,112
17.409,0.1453,0.15,112
17.414,0.145,0.15,104
17.419,0.1441,0.15,99
17.423,0.1441,0.15,96
17.428,0.1442,0.15,94
17.433,0.1453,0.15,94
17.438,0.1461,0.15,94
17.443,0.1458,0.15,94
17.447,0.1454,0.15,94
17.452,0.1452,0.15,94
17.457,0.1445,0.15,96
17.462,0.1458,0.15,96
17.467,0.1456,0.15,96
17.472,0.1454,0.15,96
17.477,0.1453,0.15,96
17.481,0.1464,0.15,96
17.486,0.1472,0.15,96
17.491,0.1457,0.15,96
17.496,0.1457,0.15,96
17.501,0.1458,0.15,96
17.505,0.146,0.15,96
17.51,0.1459,0.15,96
17.515,0.1459,0.15,96
17.52,0.148,0.15,96
17.525,0.1477,0.15,96
17.53,0.1484,0.15,96
17.534,0.1489,0.15,96
17.539,0.1493,0.15,96
17.544,0.1496,0.15,96
17.549,0.1498,0.15,96
17.554,0.1501,0.15,96
17.559,0.1495,0.15,96
17.564,0.1488,0.15,96
17.568,0.1483,0.15,96
17.573,0.148,0.15,96
17.578,0.1477,0.15,96
17.583,0.1496,0.15,96
17.588,0.15,0.15,96
17.593,0.1504,0.15,96
17.598,0.1516,0.15,96
17.603,0.1504,0.15,96
17.608,0.1496,0.15,96
17.613,0.151,0.15,96
17.617,0.1494,0.15,96
17.622,0.1509,0.15,96
17.627,0.1498,0.15,96
17.632,0.1503,0.15,96
17.637,0.1494,0.15,96
17.642,0.1509,0.15,96
17.647,0.1498,0.15,96
17.651,0.1503,0.15,96
17.656,0.1494,0.15,96
17.661,0.1488,0.15,96
17.666,0.1504,0.15,96
17.671,0.1497,0.15,96
17.676,0.1489,0.15,96
17.681,0.1484,0.15,96
17.686,0.1492,0.15,96
17.691,0.1488,0.15,96
17.695,0.1482,0.15,96
17.7,0.1489,0.15,96
17.705,0.1483,0.15,96
17.71,0.1489,0.15,96
17.714,0.1483,0.15,96
17.72,0.1479,0.15,96
17.725,0.1477,0.15,96
17.729,0.1477,0.15,96
17.734,0.1484,0.15,96
17.739,0.148,0.15,96
17.744,0.1477,0.15,96
17.749,0.1477,0.15,96
17.753,0.1484,0.15,96
17.759,0.149,0.15,96
17.763,0.1493,0.15,96
17.768,0.1499,0.15,96
17.773,0.15,0.15,96
17.778,0.1507,0.15,96
17.783,0.1506,0.15,96
17.788,0.1507,0.15,96
17.793,0.1507,0.15,96
17.798,0.15,0.15,96
17.802,0.1505,0.15,96
17.807,0.1505,0.15,96
17.812,0.1505,0.15,96
17.817,0.1505,0.15,96
17.822,0.1507,0.15,96
17.826,0.1507,0.15,96
17.832,0.1497,0.15,96
17.836,0.1495,0.15,96
17.841,0.1488,0.15,96
17.846,0.1493,0.15,96
17.851,0.1499,0.15,96
17.856,0.1493,0.15,96
17.861,0.1487,0.15,96
17.866,0.1491,0.15,96
17.871,0.1485,0.15,96
17.876,0.149,0.15,96
17.88,0.1494,0.15,96
17.885,0.1497,0.15,96
17.89,0.1493,0.15,96
17.895,0.1496,0.15,96
17.9,0.1498,0.15,96
17.905,0.15,0.15,96
17.91,0.1514,0.15,96
17.915,0.1512,0.15,96
17.919,0.15,0.15,96
17.924,0.1513,0.15,96
17.929,0.1511,0.15,96
17.934,0.1509,0.15,96
17.939,0.1513,0.15,96
17.944,0.1503,0.15,96
17.949,0.1504,0.15,96
17.953,0.1504,0.15,96
17.958,0.1496,0.15,96
17.964,0.1501,0.15,96
17.968,0.1502,0.15,96
17.973,0.1503,0.15,96
17.978,0.1496,0.15,96
17.983,0.1499,0.15,96
17.988,0.15,0.15,96
17.993,0.1502,0.15,96
17.998,0.1496,0.15,96
18.002,0.1499,0.15,96
18.007,0.1501,0.15,96
18.012,0.1492,0.15,96
18.017,0.1486,0.15,96
18.022,0.1491,0.15,96
18.027,0.1487,0.15,96
18.031,0.1482,0.15,96
18.036,0.1482,0.15,96
18.041,0.15,0.15,96
18.046,0.1495,0.15,96
18.051,0.1497,0.15,96
18.056,0.149,0.15,96
18.061,0.1484,0.15,96
18.066,0.1491,0.15,96
18.07,0.1485,0.15,96
18.075,0.1482,0.15,96
18.08,0.1488,0.15,96
18.085,0.1492,0.15,96
18.09,0.1487,0.15,96
18.095,0.1491,0.15,96
18.1,0.1507,0.15,96
18.105,0.1507,0.15,96
18.109,0.1497,0.15,96
18.114,0.1491,0.15,96
18.119,0.1479,0.15,96
18.124,0.1486,0.15,96
18.129,0.1491,0.15,96
18.134,0.1495,0.15,96
18.138,0.1497,0.15,96
18.144,0.1502,0.15,96
18.148,0.1503,0.15,96
18.153,0.1494,0.15,96
18.158,0.149,0.15,96
18.163,0.1487,0.15,96
18.168,0.1491,0.15,96
18.173,0.1495,0.15,96
18.178,0.1491,0.15,96
18.182,0.1488,0.15,96
18.187,0.1492,0.15,96
18.192,0.1487,0.15,96
18.197,0.1492,0.15,96
18.202,0.1495,0.15,96
18.207,0.1498,0.15,96
18.212,0.15,0.15,96
18.217,0.1506,0.15,96
18.222,0.1518,0.15,96
18.227,0.1514,0.15,96
18.231,0.1514,0.15,96
18.236,0.1506,0.15,96
18.241,0.1517,0.15,96
18.246,0.1515,0.15,96
18.25,0.1512,0.15,96
18.256,0.1511,0.15,96
18.261,0.15,0.15,96
18.265,0.1504,0.15,96
18.27,0.1495,0.15,96
18.275,0.1497,0.15,96
18.28,0.1499,0.15,96
18.285,0.1501,0.15,96
18.29,0.1502,0.15,96
18.295,0.1503,0.15,96
18.299,0.1497,0.15,96
18.305,0.1499,0.15,96
18.309,0.1501,0.15,96
18.314,0.1495,0.15,96
18.319,0.1491,0.15,96
18.324,0.1495,0.15,96
18.329,0.1488,0.15,96
18.334,0.1493,0.15,96
18.339,0.1496,0.15,96
18.344,0.1499,0.15,96
18.348,0.15,0.15,96
18.353,0.1514,0.15,96
18.358,0.1505,0.15,96
18.363,0.1516,0.15,96
18.368,0.1513,0.15,96
18.373,0.1501,0.15,96
18.378,0.1508,0.15,96
18.383,0.1497,0.15,96
18.387,0.1493,0.15,96
18.392,0.1496,0.15,96
18.397,0.1498,0.15,96
18.402,0.1492,0.15,96
18.407,0.1488,0.15,96
18.412,0.1486,0.15,96
18.417,0.1485,0.15,96
18.422,0.1501,0.15,96
18.426,0.1493,0.15,96
18.431,0.1496,0.15,96
18.436,0.149,0.15,96
18.441,0.1505,0.15,96
18.446,0.1506,0.15,96
18.451,0.1505,0.15,96
18.456,0.1505,0.15,96
18.461,0.1505,0.15,96
18.465,0.1517,0.15,96
18.47,0.1514,0.15,96
18.475,0.1514,0.15,96
18.48,0.1512,0.15,96
18.485,0.151,0.15,96
18.49,0.1512,0.15,96
18.495,0.1501,0.15,96
18.5,0.1495,0.15,96
18.504,0.1498,0.15,96
18.509,0.149,0.15,96
18.514,0.1506,0.15,96
18.519,0.1505,0.15,96
18.524,0.1517,0.15,96
18.529,0.1517,0.15,96
18.534,0.1505,0.15,96
18.538,0.1505,0.15,96
18.543,0.1496,0.15,96
18.548,0.15,0.15,96
18.553,0.1502,0.15,96
18.558,0.1496,0.15,96
18.563,0.1491,0.15,96
18.568,0.1485,0.15,96
18.572,0.149,0.15,96
18.578,0.1484,0.15,96
18.582,0.149,0.15,96
18.587,0.1497,0.15,96
18.592,0.1499,0.15,96
18.597,0.1494,0.15,96
18.602,0.1508,0.15,96
18.606,0.1508,0.15,96
18.612,0.1507,0.15,96
18.617,0.1491,0.15,96
18.621,0.1494,0.15,96
18.626,0.149,0.15,96
18.631,0.1494,0.15,96
18.636,0.1498,0.15,96
18.641,0.1499,0.15,96
18.646,0.1494,0.15,96
18.651,0.1497,0.15,96
18.656,0.1511,0.15,96
18.66,0.151,0.15,96
18.665,0.1509,0.15,96
18.67,0.1508,0.15,96
18.675,0.1507,0.15,96
18.68,0.1512,0.15,96
18.685,0.1501,0.15,96
18.69,0.1492,0.15,96
18.694,0.1488,0.15,96
18.699,0.1483,0.15,96
18.704,0.1479,0.15,96
18.709,0.1476,0.15,96
18.714,0.1484,0.15,96
18.718,0.1481,0.15,96
18.723,0.1489,0.15,96
18.728,0.1494,0.15,96
18.733,0.1497,0.15,96
18.738,0.1493,0.15,96
18.743,0.1486,0.15,96
18.748,0.1491,0.15,96
18.753,0.1484,0.15,96
18.758,0.1492,0.15,96
18.763,0.1495,0.15,96
18.768,0.1498,0.15,96
18.772,0.15,0.15,96
18.777,0.1506,0.15,96
18.782,0.1506,0.15,96
18.787,0.1518,0.15,96
18.792,0.1505,0.15,96
18.797,0.1505,0.15,96
18.802,0.1495,0.15,96
18.807,0.15,0.15,96
18.811,0.1502,0.15,96
18.816,0.1514,0.15,96
18.821,0.1524,0.15,96
18.826,0.1519,0.15,96
18.831,0.1516,0.15,96
18.836,0.1513,0.15,96
18.841,0.1511,0.15,96
18.845,0.15,0.15,96
18.851,0.1492,0.15,96
18.855,0.1496,0.15,96
18.86,0.1482,0.15,96
18.865,0.1481,0.15,96
18.87,0.1488,0.15,96
18.875,0.1492,0.15,96
18.88,0.1489,0.15,96
18.884,0.1483,0.15,96
18.889,0.1489,0.15,96
18.894,0.1485,0.15,96
18.899,0.149,0.15,96
18.904,0.1497,0.15,96
18.909,0.1489,0.15,96
18.914,0.1484,0.15,96
18.919,0.1481,0.15,96
18.923,0.1488,0.15,96
18.928,0.1483,0.15,96
18.933,0.148,0.15,96
18.938,0.148,0.15,96
18.943,0.1486,0.15,96
18.948,0.1491,0.15,96
18.953,0.1485,0.15,96
18.957,0.1484,0.15,96
18.962,0.149,0.15,96
18.967,0.1494,0.15,96
