t_hw,pos_m,setpoint_m,servo_deg
28.099,0.15,0.15,96
28.104,0.1501,0.15,96
28.109,0.1505,0.15,96
28.114,0.1517,0.15,96
28.118,0.1505,0.15,96
28.124,0.1505,0.15,96
28.128,0.1505,0.15,96
28.133,0.1497,0.15,96
28.138,0.1491,0.15,96
28.143,0.1485,0.15,96
28.148,0.149,0.15,96
28.153,0.1496,0.15,96
28.157,0.1491,0.15,96
28.162,0.1495,0.15,96
28.167,0.1482,0.15,96
28.172,0.1488,0.15,96
28.177,0.1484,0.15,96
28.182,0.1492,0.15,96
28.187,0.1486,0.15,96
28.192,0.1502,0.15,96
28.196,0.1504,0.15,96
28.201,0.1504,0.15,96
28.206,0.1495,0.15,96
28.211,0.1498,0.15,96
28.216,0.1492,0.15,96
28.221,0.1495,0.15,96
28.226,0.1491,0.15,96
28.23,0.1495,0.15,96
28.236,0.1498,0.15,96
28.24,0.15,0.15,96
28.245,0.1513,0.15,96
28.25,0.1512,0.15,96
28.255,0.1501,0.15,96
28.26,0.1492,0.15,96
28.265,0.1491,0.15,96
28.27,0.1495,0.15,96
28.274,0.1488,0.15,96
28.279,0.1482,0.15,96
28.284,0.1491,0.15,96
28.289,0.1496,0.15,96
28.294,0.1499,0.15,96
28.299,0.1493,0.15,96
28.304,0.1489,0.15,96
28.308,0.1505,0.15,96
28.314,0.1497,0.15,96
28.318,0.1499,0.15,96
28.323,0.1501,0.15,96
28.328,0.1502,0.15,96
28.333,0.1503,0.15,96
28.338,0.1494,0.15,96
28.342,0.1497,0.15,96
28.347,0.1501,0.15,96
28.352,0.1503,0.15,96
28.357,0.1503,0.15,96
28.362,0.1504,0.15,96
28.367,0.1498,0.15,96
28.372,0.15,0.15,96
28.376,0.1501,0.15,96
28.382,0.1502,0.15,96
28.387,0.1505,0.15,96
28.391,0.1507,0.15,96
28.396,0.1506,0.15,96
28.401,0.1498,0.15,96
28.406,0.1493,0.15,96
28.411,0.149,0.15,96
28.416,0.1496,0.15,96
28.421,0.1498,0.15,96
28.426,0.1494,0.15,96
28.431,0.1497,0.15,96
28.435,0.1499,0.15,96
28.44,0.1493,0.15,96
28.445,0.1486,0.15,96
28.45,0.1484,0.15,96
28.455,0.1489,0.15,96
28.46,0.1486,0.15,96
28.465,0.1481,0.15,96
28.469,0.1479,0.15,96
28.474,0.1486,0.15,96
28.479,0.1491,0.15,96
28.484,0.1497,0.15,96
28.489,0.1499,0.15,96
28.493,0.1501,0.15,96
28.498,0.1494,0.15,96
28.504,0.1498,0.15,96
28.508,0.1499,0.15,96
28.513,0.1501,0.15,96
28.518,0.1502,0.15,96
28.523,0.1503,0.15,96
28.528,0.1504,0.15,96
28.533,0.1507,0.15,96
28.538,0.1497,0.15,96
28.543,0.1499,0.15,96
28.547,0.1487,0.15,96
28.552,0.1494,0.15,96
28.557,0.1497,0.15,96
28.562,0.15,0.15,96
28.567,0.1509,0.15,96
28.572,0.1508,0.15,96
28.577,0.1508,0.15,96
28.582,0.1497,0.15,96
28.586,0.1501,0.15,96
28.591,0.1493,0.15,96
28.596,0.1486,0.15,96
28.601,0.1491,0.15,96
28.606,0.1489,0.15,96
28.611,0.1493,0.15,96
28.616,0.1496,0.15,96
28.62,0.1498,0.15,96
28.625,0.1501,0.15,96
28.63,0.1502,0.15,96
28.635,0.1503,0.15,96
28.64,0.1496,0.15,96
28.645,0.1492,0.15,96
28.65,0.1507,0.15,96
28.655,0.1506,0.15,96
28.66,0.1507,0.15,96
28.665,0.15,0.15,96
28.669,0.1501,0.15,96
28.674,0.1502,0.15,96
28.679,0.1496,0.15,96
28.684,0.1498,0.15,96
28.689,0.15,0.15,96
28.694,0.1502,0.15,96
28.699,0.1515,0.15,96
28.703,0.1502,0.15,96
28.708,0.1496,0.15,96
28.713,0.1498,0.15,96
28.718,0.1491,0.15,96
28.723,0.1485,0.15,96
28.728,0.148,0.15,96
28.733,0.1477,0.15,96
28.737,0.1484,0.15,96
28.742,0.149,0.15,96
28.747,0.1487,0.15,96
28.752,0.1492,0.15,96
28.757,0.1486,0.15,96
28.762,0.1491,0.15,96
28.767,0.1484,0.15,96
28.771,0.149,0.15,96
28.776,0.1494,0.15,96
28.781,0.1487,0.15,96
28.786,0.1485,0.15,96
28.791,0.1481,0.15,96
28.796,0.1487,0.15,96
28.8,0.1492,0.15,96
28.806,0.1495,0.15,96
28.811,0.1499,0.15,96
28.815,0.1501,0.15,96
28.82,0.1502,0.15,96
28.825,0.1505,0.15,96
28.83,0.1496,0.15,96
28.835,0.1498,0.15,96
28.84,0.1492,0.15,96
28.845,0.1489,0.15,96
28.85,0.1493,0.15,96
28.854,0.1496,0.15,96
28.859,0.1499,0.15,96
28.864,0.15,0.15,96
28.869,0.1502,0.15,96
28.874,0.1503,0.15,96
28.879,0.1504,0.15,96
28.884,0.1504,0.15,96
28.889,0.1496,0.15,96
28.893,0.1488,0.15,96
28.898,0.1484,0.15,96
28.903,0.1489,0.15,96
